frame,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v,4_x,4_y,4_z,4_v,5_x,5_y,5_z,5_v,6_x,6_y,6_z,6_v,7_x,7_y,7_z,7_v,8_x,8_y,8_z,8_v,9_x,9_y,9_z,9_v,10_x,10_y,10_z,10_v,11_x,11_y,11_z,11_v,12_x,12_y,12_z,12_v,13_x,13_y,13_z,13_v,14_x,14_y,14_z,14_v,15_x,15_y,15_z,15_v,16_x,16_y,16_z,16_v,17_x,17_y,17_z,17_v,18_x,18_y,18_z,18_v,19_x,19_y,19_z,19_v,20_x,20_y,20_z,20_v,21_x,21_y,21_z,21_v,22_x,22_y,22_z,22_v,23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v,label
0,0.2559829354286194,0.5943201184272766,-0.006696745753288269,0.9996947050094604,0.24457727372646332,0.5723912715911865,-0.04305640608072281,0.999703586101532,0.24502873420715332,0.5684812664985657,-0.04311943054199219,0.9997023940086365,0.24555076658725739,0.5640150308609009,-0.04314104840159416,0.9997909665107727,0.24431514739990234,0.5721436738967896,0.008212832733988762,0.9996614456176758,0.244563490152359,0.5686167478561401,0.008277591317892075,0.9996325969696045,0.2448035180568695,0.5645827054977417,0.008343878202140331,0.9997711777687073,0.25692218542099,0.5277694463729858,-0.1284620463848114,0.9995551705360413,0.25552356243133545,0.5275811553001404,0.09963426738977432,0.9995543360710144,0.2743587791919708,0.5818507671356201,-0.03157231956720352,0.9994124174118042,0.2754761278629303,0.5813182592391968,0.03558843210339546,0.9990094900131226,0.34011417627334595,0.5489538908004761,-0.24466350674629211,0.9996275901794434,0.3677383065223694,0.48721230030059814,0.26686009764671326,0.9966263771057129,0.3401324450969696,0.8063110113143921,-0.32763561606407166,0.9964356422424316,0.3737572133541107,0.7006932497024536,0.31926462054252625,0.22198031842708588,0.3163922131061554,1.0401864051818848,-0.25619199872016907,0.9876390695571899,0.3492419123649597,0.8403568267822266,0.22887688875198364,0.24981607496738434,0.30881351232528687,1.1097736358642578,-0.3116418421268463,0.9760950803756714,0.33884918689727783,0.8564125895500183,0.24710334837436676,0.23191380500793457,0.2981414198875427,1.0625007152557373,-0.2520585358142853,0.9712576866149902,0.33359381556510925,0.8663510084152222,0.19468137621879578,0.22950761020183563,0.31259432435035706,1.0531083345413208,-0.23306363821029663,0.9586095213890076,0.33674156665802,0.869279682636261,0.20488126575946808,0.24543985724449158,0.5982279181480408,0.5341238379478455,-0.14894652366638184,0.999115526676178,0.5950974822044373,0.5064278841018677,0.14895839989185333,0.9972447156906128,0.7674227952957153,0.678499162197113,-0.09037474542856216,0.9449489116668701,0.7655776739120483,0.6609823107719421,0.20005041360855103,0.2479153275489807,0.9385906457901001,0.8163062930107117,-0.008593891747295856,0.9593765139579773,0.9234732389450073,0.791401743888855,0.2930711805820465,0.5308855175971985,0.9739192724227905,0.8224002718925476,-0.005888807587325573,0.962439775466919,0.9611347913742065,0.7976282238960266,0.300075888633728,0.726648211479187,0.9035623073577881,0.9390865564346313,-0.10434415191411972,0.9255891442298889,0.8954465389251709,0.902642011642456,0.21391931176185608,0.696441113948822,pushup
1,0.25761857628822327,0.593537449836731,-0.0113610764965415,0.9997047781944275,0.24521967768669128,0.5723778009414673,-0.04795483127236366,0.999712347984314,0.24560804665088654,0.5684527158737183,-0.04800751432776451,0.999709963798523,0.24603532254695892,0.5639828443527222,-0.04802722856402397,0.9997960925102234,0.24494203925132751,0.5722542405128479,0.002823316492140293,0.9996748566627502,0.24510404467582703,0.5688078999519348,0.0028943626675754786,0.9996485710144043,0.24523138999938965,0.5648463368415833,0.002936973236501217,0.9997817277908325,0.2570740282535553,0.527822732925415,-0.1329726278781891,0.9995662569999695,0.255711168050766,0.5275588035583496,0.09195995330810547,0.9995781779289246,0.2764069437980652,0.5814170241355896,-0.03601142019033432,0.9994375109672546,0.27737897634506226,0.5813021659851074,0.030267886817455292,0.9990578293800354,0.3409234583377838,0.5517708659172058,-0.2480737268924713,0.999634325504303,0.3676592707633972,0.4862358868122101,0.260380357503891,0.9968342185020447,0.3411570191383362,0.8067153096199036,-0.3257271349430084,0.9963922500610352,0.3731344938278198,0.7007443308830261,0.291615754365921,0.22426865994930267,0.3164486885070801,1.039758324623108,-0.2442867010831833,0.9874076247215271,0.34887996315956116,0.8507622480392456,0.18467119336128235,0.2482927292585373,0.3061574399471283,1.1087324619293213,-0.30136775970458984,0.9757861495018005,0.3387300670146942,0.8650181889533997,0.19663307070732117,0.23088426887989044,0.29169294238090515,1.0631576776504517,-0.24259954690933228,0.9709078073501587,0.33360734581947327,0.8703298568725586,0.14443016052246094,0.22823159396648407,0.3067590296268463,1.0538833141326904,-0.22181864082813263,0.9581103920936584,0.33677586913108826,0.879388153553009,0.16031676530838013,0.24422046542167664,0.5993391275405884,0.5390906929969788,-0.1489843875169754,0.999097466468811,0.5952807664871216,0.5067323446273804,0.1489996314048767,0.9972133040428162,0.7718620300292969,0.6825224161148071,-0.09709309786558151,0.9439260959625244,0.769260048866272,0.6611121296882629,0.1947757452726364,0.24901780486106873,0.9456520080566406,0.8265997767448425,-0.018482476472854614,0.9589270353317261,0.9318857789039612,0.7994250059127808,0.2852267026901245,0.530127227306366,0.9771626591682434,0.8320119380950928,-0.01744072325527668,0.9626967906951904,0.9624662399291992,0.8055344223976135,0.2922191321849823,0.7289507389068604,0.9031211733818054,0.9352074861526489,-0.1183154508471489,0.9246682524681091,0.8950974345207214,0.9023458361625671,0.20822954177856445,0.6966638565063477,pushup
2,0.26035329699516296,0.5917708277702332,-0.009855381213128567,0.9997173547744751,0.24645701050758362,0.5717582702636719,-0.046693105250597,0.9997243285179138,0.24680095911026,0.5678069591522217,-0.04674779251217842,0.9997217655181885,0.24715134501457214,0.5633639097213745,-0.04677561670541763,0.9998042583465576,0.24613375961780548,0.57198166847229,0.0034279627725481987,0.9996904730796814,0.24620749056339264,0.5685988664627075,0.0035185732413083315,0.9996668100357056,0.24622668325901031,0.5646704435348511,0.00356143806129694,0.9997934103012085,0.257804274559021,0.5277588367462158,-0.13253645598888397,0.9995834231376648,0.25650718808174133,0.5270670056343079,0.09184882044792175,0.9996035695075989,0.2794474959373474,0.5807777047157288,-0.03476089984178543,0.99946528673172,0.2802903354167938,0.5811446309089661,0.030594265088438988,0.9991061091423035,0.3414889872074127,0.5541548132896423,-0.24791964888572693,0.9996464252471924,0.36812397837638855,0.48513755202293396,0.26034414768218994,0.9970065355300903,0.3416748642921448,0.8084754943847656,-0.31916841864585876,0.9964044690132141,0.37286245822906494,0.7007989287376404,0.29173099994659424,0.22431056201457977,0.31654122471809387,1.0396984815597534,-0.23248358070850372,0.9873229265213013,0.348457396030426,0.8549534678459167,0.19241805374622345,0.24438539147377014,0.30494609475135803,1.1079565286636353,-0.28670185804367065,0.9757411479949951,0.33856964111328125,0.8692217469215393,0.20685984194278717,0.22733786702156067,0.28936269879341125,1.067187786102295,-0.22674891352653503,0.970849335193634,0.33361557126045227,0.8731221556663513,0.15649189054965973,0.2244454324245453,0.30460265278816223,1.057991623878479,-0.20914407074451447,0.9579333662986755,0.33695411682128906,0.8800387978553772,0.16907788813114166,0.24034875631332397,0.6006218194961548,0.5441280603408813,-0.14886881411075592,0.9991220235824585,0.5962555408477783,0.5089245438575745,0.14889031648635864,0.9972555637359619,0.7759231925010681,0.6873731017112732,-0.09923427551984787,0.9436214566230774,0.7736110687255859,0.661400318145752,0.1948256939649582,0.24966897070407867,0.9487995505332947,0.8330743312835693,-0.028579799458384514,0.9594273567199707,0.9337236285209656,0.8004637360572815,0.2858961224555969,0.5296009182929993,0.9795620441436768,0.8396579027175903,-0.02844051830470562,0.9635959267616272,0.9626554846763611,0.8066948652267456,0.2928694188594818,0.731124758720398,0.903599739074707,0.9345359802246094,-0.1264699250459671,0.9251599907875061,0.8953341841697693,0.9009407162666321,0.21345385909080505,0.6974844932556152,pushup
3,0.26239416003227234,0.5901633501052856,-0.010088740848004818,0.9997270703315735,0.2476814091205597,0.5705544948577881,-0.04683004319667816,0.9997336864471436,0.24799419939517975,0.5665702819824219,-0.04688616096973419,0.9997307062149048,0.24829186499118805,0.5621324777603149,-0.04691656678915024,0.9998103976249695,0.2473573088645935,0.5711299777030945,0.0033356468193233013,0.9997028112411499,0.2473948895931244,0.5678151249885559,0.0034280710387974977,0.999681293964386,0.24736028909683228,0.5639277100563049,0.0034739975817501545,0.9998028874397278,0.2586788535118103,0.5274515151977539,-0.13251158595085144,0.9995968341827393,0.2574789524078369,0.5263174772262573,0.09130494296550751,0.9996243119239807,0.28153806924819946,0.580310046672821,-0.034938618540763855,0.999488115310669,0.28236815333366394,0.5810274481773376,0.03046109713613987,0.9991468191146851,0.3420906960964203,0.5552297234535217,-0.24869981408119202,0.9996543526649475,0.369419127702713,0.48511454463005066,0.2601641118526459,0.9971513748168945,0.3418373167514801,0.8100050091743469,-0.3194039463996887,0.9964000582695007,0.3728530704975128,0.701568603515625,0.28762781620025635,0.2233143001794815,0.31654903292655945,1.0398110151290894,-0.23644091188907623,0.9871254563331604,0.34790292382240295,0.8600395917892456,0.18586482107639313,0.23872466385364532,0.30340906977653503,1.1079570055007935,-0.2908821702003479,0.9754720330238342,0.33817943930625916,0.874139666557312,0.1998615860939026,0.2222919464111328,0.2878897488117218,1.0706548690795898,-0.23135070502758026,0.9705210328102112,0.3335689604282379,0.8778190612792969,0.14946134388446808,0.21920837461948395,0.3033507168292999,1.061958909034729,-0.21322759985923767,0.9574065804481506,0.3369526267051697,0.8892578482627869,0.1623196303844452,0.23508645594120026,0.6010057926177979,0.5469727516174316,-0.14907126128673553,0.9991281628608704,0.59661465883255,0.5111132860183716,0.14910323917865753,0.9972623586654663,0.7763415575027466,0.6888430118560791,-0.10180899500846863,0.9432138800621033,0.7745420932769775,0.6612509489059448,0.19500108063220978,0.24980971217155457,0.9498775005340576,0.8339694142341614,-0.027242053300142288,0.9594716429710388,0.9363976716995239,0.8016104698181152,0.28597790002822876,0.5294603705406189,0.9800429940223694,0.8400788307189941,-0.02657005563378334,0.9641224145889282,0.9636395573616028,0.8079773783683777,0.29318127036094666,0.7332696318626404,0.9038228392601013,0.9338148832321167,-0.12590910494327545,0.9247668385505676,0.8959456086158752,0.9009107947349548,0.21383841335773468,0.6977149844169617,pushup
4,0.2646525204181671,0.5871091485023499,-0.0108127910643816,0.9997183084487915,0.2491437941789627,0.5680478811264038,-0.0475156344473362,0.9997234344482422,0.2494318038225174,0.5640532970428467,-0.04757123440504074,0.9997188448905945,0.24967828392982483,0.5597075819969177,-0.04760158807039261,0.9998015761375427,0.24882498383522034,0.5687313675880432,0.0028084367513656616,0.9996960759162903,0.24884940683841705,0.565403163433075,0.002893022960051894,0.9996752738952637,0.24879543483257294,0.5615109801292419,0.0029313242994248867,0.9998005032539368,0.2596878707408905,0.5265382528305054,-0.1334361582994461,0.9995805025100708,0.2588539719581604,0.5246933102607727,0.09077312052249908,0.9996244311332703,0.28366440534591675,0.5784227848052979,-0.03573052957653999,0.9994798898696899,0.28461435437202454,0.5796634554862976,0.029922466725111008,0.9991435408592224,0.3420845568180084,0.5551777482032776,-0.25167950987815857,0.9996494650840759,0.3701448440551758,0.48305758833885193,0.2602800726890564,0.9972524642944336,0.3422608971595764,0.8094717860221863,-0.3280220031738281,0.9964267015457153,0.37292906641960144,0.7016109824180603,0.29141727089881897,0.22424627840518951,0.3166631758213043,1.0363961458206177,-0.24351906776428223,0.9869478940963745,0.34774431586265564,0.8587692379951477,0.18965855240821838,0.23641179502010345,0.3027556240558624,1.0995597839355469,-0.2980824112892151,0.9750815033912659,0.33817827701568604,0.8707575798034668,0.2036622017621994,0.21982990205287933,0.28795021772384644,1.0697355270385742,-0.23804284632205963,0.9700559973716736,0.33356744050979614,0.8777390718460083,0.15364167094230652,0.21659879386425018,0.3032957911491394,1.0610911846160889,-0.2203403264284134,0.9567309617996216,0.3370373845100403,0.8881587386131287,0.1662134826183319,0.23244254291057587,0.6002838015556335,0.5464997887611389,-0.14994367957115173,0.999075174331665,0.5965385437011719,0.5110762715339661,0.14998659491539001,0.9971691966056824,0.7762300968170166,0.6864370107650757,-0.10163220763206482,0.9423076510429382,0.7741068601608276,0.6589648127555847,0.1945003867149353,0.24830085039138794,0.9463502168655396,0.82900470495224,-0.017972998321056366,0.9579920172691345,0.9357454776763916,0.8015061616897583,0.285150408744812,0.5264245271682739,0.97878098487854,0.8344614505767822,-0.015277099795639515,0.9636008143424988,0.9636306166648865,0.807694673538208,0.292197048664093,0.7332301139831543,0.9041988253593445,0.932529866695404,-0.11065855622291565,0.9223890900611877,0.896547257900238,0.9032002091407776,0.20832416415214539,0.694506824016571,pushup
5,0.26583901047706604,0.5855459570884705,-0.01133809145539999,0.9997117519378662,0.24994871020317078,0.5666707754135132,-0.04802349954843521,0.9997156858444214,0.25020816922187805,0.5626513957977295,-0.04807873070240021,0.9997100234031677,0.2504177689552307,0.5583163499832153,-0.048110198229551315,0.9997949004173279,0.24963903427124023,0.567500114440918,0.002494656480848789,0.9996917247772217,0.24964286386966705,0.5642060041427612,0.0025771474465727806,0.999671459197998,0.2495633065700531,0.560340940952301,0.002612345851957798,0.9997992515563965,0.2602548599243164,0.5257338285446167,-0.13418205082416534,0.9995693564414978,0.25957736372947693,0.5235626101493835,0.09075018763542175,0.9996269345283508,0.2847192883491516,0.577427089214325,-0.036334328353405,0.9994752407073975,0.28572776913642883,0.5789757370948792,0.02961954101920128,0.9991458654403687,0.34207677841186523,0.5551033020019531,-0.2539025545120239,0.9996480941772461,0.37079963088035583,0.4821746349334717,0.2604355216026306,0.9973561763763428,0.3424416482448578,0.8089268207550049,-0.3338456451892853,0.9964717626571655,0.3730320334434509,0.70169597864151,0.29358717799186707,0.22641946375370026,0.3167031407356262,1.0337120294570923,-0.2499750256538391,0.9868184924125671,0.3478147089481354,0.8539676070213318,0.19170299172401428,0.23465323448181152,0.3023664653301239,1.0957893133163452,-0.3048270344734192,0.9747607111930847,0.3381797671318054,0.8680673837661743,0.2057594656944275,0.21758750081062317,0.28782370686531067,1.0690041780471802,-0.24477170407772064,0.9696722626686096,0.3335845172405243,0.8776629567146301,0.1563137173652649,0.21418829262256622,0.3031289279460907,1.060423731803894,-0.22683794796466827,0.9561179876327515,0.33716627955436707,0.8877705931663513,0.16849146783351898,0.2299337536096573,0.599616289138794,0.5461434721946716,-0.1507367640733719,0.9990262389183044,0.5965057611465454,0.5110318660736084,0.15079550445079803,0.9970901608467102,0.775870680809021,0.6844887733459473,-0.10224001109600067,0.9415805339813232,0.7737587094306946,0.6570224761962891,0.19370199739933014,0.24740399420261383,0.945183515548706,0.8249508142471313,-0.01514427363872528,0.9565144181251526,0.9349755644798279,0.801182746887207,0.2834587097167969,0.5235090255737305,0.9784330129623413,0.8299991488456726,-0.011894745752215385,0.9630388021469116,0.9639131426811218,0.8076460361480713,0.2902946174144745,0.7329763770103455,0.904697835445404,0.932091236114502,-0.10700579732656479,0.919876217842102,0.8975313901901245,0.9054509401321411,0.20326055586338043,0.6910862326622009,pushup
6,0.2663032114505768,0.5847111940383911,-0.010469261556863785,0.99970942735672,0.250406950712204,0.5659641027450562,-0.04737985134124756,0.9997118711471558,0.2506664991378784,0.5619609951972961,-0.04743541032075882,0.9997057318687439,0.25088849663734436,0.5576488971710205,-0.0474703311920166,0.9997916221618652,0.2501271069049835,0.566882848739624,0.003056042594835162,0.9996903538703918,0.250145822763443,0.5636382102966309,0.0031422150786966085,0.9996707439422607,0.25009292364120483,0.5598151087760925,0.0031742812134325504,0.9997996091842651,0.2607904076576233,0.5253813862800598,-0.13410426676273346,0.9995646476745605,0.2602793574333191,0.5229302048683167,0.0909721627831459,0.9996316432952881,0.28505250811576843,0.5769767165184021,-0.03570624440908432,0.999475359916687,0.2861182391643524,0.5786959528923035,0.030189700424671173,0.9991512894630432,0.34213072061538696,0.555069088935852,-0.2537378966808319,0.9996486306190491,0.3715108633041382,0.48170629143714905,0.260528028011322,0.997444212436676,0.34258678555488586,0.8086521029472351,-0.3313603401184082,0.9965208768844604,0.3733184039592743,0.7016978859901428,0.29501718282699585,0.2286909520626068,0.31677374243736267,1.0311284065246582,-0.24310973286628723,0.9867672324180603,0.3478851616382599,0.849318265914917,0.19333580136299133,0.2347952425479889,0.3022475838661194,1.0910000801086426,-0.2960982024669647,0.9745861291885376,0.338121622800827,0.8646986484527588,0.2081926316022873,0.21702292561531067,0.2880985140800476,1.0644702911376953,-0.23691466450691223,0.9694615602493286,0.3335365355014801,0.8758262991905212,0.15747030079364777,0.21350735425949097,0.30334824323654175,1.0561485290527344,-0.22012050449848175,0.9558365941047668,0.3371759355068207,0.8845011591911316,0.1689292937517166,0.22926391661167145,0.599578320980072,0.5459407567977905,-0.15058651566505432,0.9989897608757019,0.5966787934303284,0.5110511183738708,0.15065398812294006,0.9970381855964661,0.7755520343780518,0.6816145181655884,-0.10001504421234131,0.9411577582359314,0.7734422087669373,0.6556649804115295,0.1929619461297989,0.24731317162513733,0.9420846700668335,0.8190030455589294,-0.005804778076708317,0.9548775553703308,0.9335819482803345,0.7979804277420044,0.2821778953075409,0.5200885534286499,0.9772088527679443,0.8232872486114502,-0.001937776687555015,0.9622714519500732,0.9637762904167175,0.8040856122970581,0.28907251358032227,0.7328303456306458,0.9053657650947571,0.9304313659667969,-0.09348347783088684,0.9169496297836304,0.8984490633010864,0.9055382609367371,0.2033376395702362,0.6869410276412964,pushup
7,0.2660815119743347,0.5843068957328796,-0.010496440343558788,0.9997125864028931,0.250402569770813,0.565599799156189,-0.04742417484521866,0.9997139573097229,0.25066155195236206,0.5615861415863037,-0.047480423003435135,0.999707818031311,0.2508901357650757,0.5572462677955627,-0.04751597344875336,0.999792754650116,0.2501314878463745,0.5666003823280334,0.002994977403432131,0.9996947646141052,0.2501544654369354,0.5633764863014221,0.0030818127561360598,0.999676525592804,0.2501092851161957,0.5595595240592957,0.0031161706428974867,0.9998036623001099,0.2607932388782501,0.5249572396278381,-0.13434572517871857,0.9995695352554321,0.26027247309684753,0.5224208831787109,0.09024534374475479,0.9996432662010193,0.28483980894088745,0.5766094923019409,-0.03574911504983902,0.9994863271713257,0.2858852446079254,0.5784606337547302,0.030142925679683685,0.9991716146469116,0.3421149253845215,0.5550299882888794,-0.2533499598503113,0.9996525645256042,0.371640145778656,0.48164400458335876,0.25952649116516113,0.9975399971008301,0.3425842821598053,0.8088809251785278,-0.33113715052604675,0.9966152906417847,0.37332162261009216,0.7017701268196106,0.2929091155529022,0.23038320243358612,0.31677597761154175,1.0316587686538696,-0.24307604134082794,0.9868234992027283,0.34798985719680786,0.8483608365058899,0.19490636885166168,0.2321191132068634,0.3018031120300293,1.0916694402694702,-0.2964598834514618,0.9745840430259705,0.3381163477897644,0.8642954230308533,0.20984043180942535,0.2139734923839569,0.28822508454322815,1.0656198263168335,-0.23651689291000366,0.9694534540176392,0.33353519439697266,0.8756240010261536,0.15988008677959442,0.21037344634532928,0.303509920835495,1.05738365650177,-0.21988599002361298,0.9557965397834778,0.3372364044189453,0.8842266798019409,0.1712525486946106,0.22604620456695557,0.5997267365455627,0.5461634993553162,-0.15026476979255676,0.9989725351333618,0.5974923372268677,0.5114813446998596,0.15033812820911407,0.9970203042030334,0.7753872275352478,0.6808000206947327,-0.09773772209882736,0.9408996105194092,0.7734197378158569,0.6552780866622925,0.19304533302783966,0.24850764870643616,0.941665768623352,0.817158043384552,0.0005584052996709943,0.9539998769760132,0.9334813952445984,0.7969352602958679,0.2843807637691498,0.5195347666740417,0.9771442413330078,0.8211701512336731,0.0045790900476276875,0.9620582461357117,0.9637644290924072,0.8032221794128418,0.29176366329193115,0.7345935106277466,0.9060465693473816,0.9296088814735413,-0.08800007402896881,0.915209174156189,0.898929238319397,0.9055102467536926,0.20659883320331573,0.6859188079833984,pushup
8,0.2662106454372406,0.5835484266281128,-0.007829288952052593,0.9997225999832153,0.2506040334701538,0.5647187829017639,-0.045104749500751495,0.9997227191925049,0.2508625388145447,0.5606902241706848,-0.04515955597162247,0.9997168183326721,0.2511003613471985,0.5563298463821411,-0.045195307582616806,0.9997988343238831,0.2503562569618225,0.5657607316970825,0.005092549603432417,0.9997059106826782,0.2503972351551056,0.5625380277633667,0.005189636256545782,0.9996891617774963,0.25037485361099243,0.5587067604064941,0.005231567658483982,0.9998116493225098,0.261007159948349,0.5242331624031067,-0.13318106532096863,0.9995836019515991,0.26049870252609253,0.521603524684906,0.09053561836481094,0.9996601939201355,0.285010427236557,0.5760244727134705,-0.03338700905442238,0.9995063543319702,0.2860616445541382,0.57798832654953,0.03226344287395477,0.9992048144340515,0.3421124815940857,0.5548691749572754,-0.2515968680381775,0.9996621608734131,0.3723471462726593,0.4811219274997711,0.25974857807159424,0.9976418614387512,0.3425789177417755,0.8088640570640564,-0.32708555459976196,0.9967427253723145,0.3738221824169159,0.7017017602920532,0.2930082082748413,0.23267090320587158,0.31677013635635376,1.0318394899368286,-0.23214398324489594,0.9870070219039917,0.3481527268886566,0.8449519276618958,0.2056884467601776,0.23050986230373383,0.3016304075717926,1.0921872854232788,-0.28296464681625366,0.9747716188430786,0.3381159007549286,0.8616856932640076,0.22182688117027283,0.21165883541107178,0.28836876153945923,1.065614938735962,-0.222355455160141,0.9696580171585083,0.33357134461402893,0.8693683743476868,0.17677895724773407,0.20789752900600433,0.3036527931690216,1.0573650598526,-0.20836947858333588,0.9560271501541138,0.3372689187526703,0.8812090158462524,0.18462006747722626,0.22338002920150757,0.6003658175468445,0.5466273427009583,-0.14978668093681335,0.9989861249923706,0.5989065170288086,0.5124970078468323,0.14985714852809906,0.9970675110816956,0.7766526341438293,0.6807665824890137,-0.09547631442546844,0.9410601854324341,0.7748355865478516,0.6553229093551636,0.1931261569261551,0.2519233226776123,0.9424494504928589,0.8172290325164795,0.00040160465869121253,0.9536455869674683,0.9334662556648254,0.7970213890075684,0.28441858291625977,0.5209543704986572,0.9776375889778137,0.8213351368904114,0.004100294783711433,0.9621562361717224,0.9640455842018127,0.8033058047294617,0.29196465015411377,0.7375382781028748,0.906650960445404,0.9296538829803467,-0.08771586418151855,0.9143887758255005,0.899349570274353,0.90585857629776,0.20926813781261444,0.6867558360099792,pushup
9,0.2660785913467407,0.5836079120635986,-0.006514187436550856,0.99973464012146,0.25071078538894653,0.5647416710853577,-0.04403132572770119,0.9997338056564331,0.2509611248970032,0.5607033371925354,-0.04408419504761696,0.9997280240058899,0.2511950731277466,0.5563098788261414,-0.04411996155977249,0.9998065233230591,0.25049155950546265,0.5657827854156494,0.006271938793361187,0.9997192025184631,0.2505497634410858,0.5625579953193665,0.006374158896505833,0.999703586101532,0.25054362416267395,0.5587214827537537,0.006420555990189314,0.9998207092285156,0.2610332667827606,0.524176299571991,-0.13268791139125824,0.9996013045310974,0.2605227828025818,0.5215578079223633,0.09117688238620758,0.9996784329414368,0.2848566174507141,0.5759103298187256,-0.03215039148926735,0.9995293617248535,0.2859119176864624,0.5778811573982239,0.03364371880888939,0.9992436170578003,0.3420165777206421,0.5548216104507446,-0.2514728903770447,0.9996734857559204,0.37233391404151917,0.4808270037174225,0.2612662613391876,0.9977489709854126,0.34252357482910156,0.8090589046478271,-0.3270382285118103,0.9968861937522888,0.3744755983352661,0.7015014290809631,0.2943769693374634,0.2350444495677948,0.3164229094982147,1.032224416732788,-0.23162512481212616,0.9873186349868774,0.34816065430641174,0.843954861164093,0.21152682602405548,0.22776482999324799,0.30077874660491943,1.092259168624878,-0.28247883915901184,0.9752094745635986,0.33811303973197937,0.8604804873466492,0.22768594324588776,0.20822449028491974,0.28743091225624084,1.067001223564148,-0.2219168245792389,0.9701699018478394,0.33359476923942566,0.866046667098999,0.18416212499141693,0.20428302884101868,0.3029344975948334,1.0585232973098755,-0.20777222514152527,0.9566144347190857,0.3372727632522583,0.8793371319770813,0.19121111929416656,0.2194490134716034,0.6003625988960266,0.5478034615516663,-0.14977462589740753,0.9989922046661377,0.599075436592102,0.5146627426147461,0.14984580874443054,0.9970930218696594,0.7771457433700562,0.6814601421356201,-0.09547796845436096,0.9413177371025085,0.7759947180747986,0.656286895275116,0.19326740503311157,0.25652098655700684,0.9438863396644592,0.8178784847259521,-0.0008541669812984765,0.9533726572990417,0.9348761439323425,0.7985408902168274,0.2843383252620697,0.5235674977302551,0.9779608249664307,0.8225029110908508,0.00262798136100173,0.9623579978942871,0.9649608135223389,0.8052622675895691,0.29180943965911865,0.7406867742538452,0.9069499969482422,0.9300930500030518,-0.08997252583503723,0.9139409065246582,0.9003704786300659,0.9081876277923584,0.20909157395362854,0.6883598566055298,pushup
